title,company,text,label
Crypto Trading Assistant,AlphaPayments,Binary option trading assistant – earn commission on every trade! Contact our hiring manager on Telegram @quickhire.,1
Survey Taker – Earn $$$,,Contact our hiring manager on Telegram @quickhire. Click here to apply: http://j0bs-apply.xyz/start Send your resume via WhatsApp to +1-555-0199. Easy money – reshipping packages from our warehouse. Training fee: $99 – fully refundable after first paycheck. Use your personal bank account to receive and forward payments. Salary: $200k+ guaranteed.,1
Make $5000/Week – No Experience,EliteCommission Corp.,Easy money – reshipping packages from our warehouse. Training fee: $99 – fully refundable after first paycheck.,1
Software Engineer,Vanguard Solutions,"You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong communication skills. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $45/hour.",0
Work From Home – No Interview,Global Innovations LLC,"Easy money – reshipping packages from our warehouse. 100% FREE to join – no investment required (processing fee applies). Visit http://amazn-careers.tk/apply to get started URGENT HIRING – We need 50 people TODAY! Use your personal bank account to receive and forward payments. This is a limited time offer – APPLY NOW! Salary: $5,000/week.",1
Immediate Hire – Data Entry,,"Binary option trading assistant – earn commission on every trade! This is a limited time offer – APPLY NOW! Contact our hiring manager on Telegram @quickhire. Use your personal bank account to receive and forward payments. Salary: $5,000/week.",1
Package Handler (Reshipping),CashFlow Systems,Easy money – reshipping packages from our warehouse. Contact our hiring manager on Telegram @quickhire. Training fee: $99 – fully refundable after first paycheck. We require a small registration fee of $49.99 to process your application. Visit http://amazn-careers.tk/apply to get started Salary: $200k+ guaranteed.,1
Customer Success Manager,HealthPlus Corp.,You will report to the VP of Engineering and lead a team of 5. Competitive salary and comprehensive benefits package including 401(k) and health insurance.,0
Software Engineer,Acme Inc.,"Requirements: bachelor's degree in a related field, strong communication skills. We are looking for a motivated Software Engineer to join our growing team in Seattle, WA. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Salary: $90,000 - $130,000 per year.",0
Machine Learning Engineer,TechNova Ltd.,"Responsibilities include designing, developing, and maintaining scalable systems. Requirements: bachelor's degree in a related field, strong Java skills. We offer flexible work arrangements, PTO, and professional development stipends. You will report to the VP of Engineering and lead a team of 5. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Salary: $70K – $110K annually.",0
Data Analyst,HealthPlus Corp.,"You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong communication skills. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We are looking for a motivated Data Analyst to join our growing team in San Francisco, CA. Salary: $45/hour.",0
Operations Manager,Acme Inc.,"We are looking for a motivated Operations Manager to join our growing team in Toronto, Canada. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $45/hour.",0
Software Engineer,HealthPlus Corp.,"As a Software Engineer you will collaborate with cross-functional teams to deliver high-quality products. You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong project management skills. We are looking for a motivated Software Engineer to join our growing team in San Francisco, CA. Salary: $90,000 - $130,000 per year.",0
HR Specialist,ClearPath Inc.,"Responsibilities include designing, developing, and maintaining scalable systems. As a HR Specialist you will collaborate with cross-functional teams to deliver high-quality products. We are looking for a motivated HR Specialist to join our growing team in Boston, MA. Requirements: bachelor's degree in a related field, strong leadership skills. You will report to the VP of Engineering and lead a team of 5. Salary: $70K – $110K annually.",0
Frontend Developer,HealthPlus Corp.,"Requirements: bachelor's degree in a related field, strong leadership skills. Responsibilities include designing, developing, and maintaining scalable systems. You will report to the VP of Engineering and lead a team of 5. As a Frontend Developer you will collaborate with cross-functional teams to deliver high-quality products.",0
QA Engineer,GreenLeaf Partners,"You will report to the VP of Engineering and lead a team of 5. We are looking for a motivated QA Engineer to join our growing team in New York, NY. As a QA Engineer you will collaborate with cross-functional teams to deliver high-quality products. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $45/hour.",0
Backend Developer,TechNova Ltd.,"Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Backend Developer to join our growing team in Toronto, Canada. TechNova Ltd. is hiring a Backend Developer. Minimum 3 years of experience required. You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong data analysis skills. Salary: $90,000 - $130,000 per year.",0
Accountant,HealthPlus Corp.,"You will report to the VP of Engineering and lead a team of 5. We are looking for a motivated Accountant to join our growing team in Boston, MA. Requirements: bachelor's degree in a related field, strong Excel skills.",0
Urgent – Work From Home Agent,,Multi level marketing opportunity – build your downline! This is a limited time offer – APPLY NOW! Weekly salary paid via crypto – provide your Bitcoin wallet. 100% FREE to join – no investment required (processing fee applies). No experience needed!!! Start earning from day one! Training fee: $99 – fully refundable after first paycheck. Salary: Unlimited earning potential.,1
Nurse,Stellar Analytics,"You will report to the VP of Engineering and lead a team of 5. Competitive salary and comprehensive benefits package including 401(k) and health insurance. As a Nurse you will collaborate with cross-functional teams to deliver high-quality products. Stellar Analytics is hiring a Nurse. Minimum 3 years of experience required. Responsibilities include designing, developing, and maintaining scalable systems. Salary: $45/hour.",0
